Client Order ID,Instrument,Side,Quantity,Price
aa93575,Lotus,1,270,49
aa93576,Tulip,2,900,68
aa93577,Lavender,1,260,87
aa93578,Tulip,2,390,50
aa93579,Tulip,2,410,98
aa93580,Tulip,1,670,34
aa93581,Lotus,2,640,88
aa93582,Rose,2,30,27
aa93583,Tulip,1,730,89
aa93584,Orchid,1,360,39
aa93585,Lavender,1,450,3
aa93586,Tulip,1,220,36
aa93587,Tulip,2,680,6
aa93588,Orchid,1,810,81
aa93589,Tulip,1,780,47
aa93590,Tulip,2,170,75
aa93591,Rose,2,420,1
aa93592,Tulip,2,290,28
aa93593,Rose,2,380,91
aa93594,Lavender,2,140,44
aa93595,Tulip,2,380,93
aa93596,Lavender,2,250,3
aa93597,Lotus,2,380,38
aa93598,Lavender,2,770,89
aa93599,Lavender,1,840,69
aa93600,Lotus,2,970,67
aa93601,Tulip,2,260,2
aa93602,Lotus,2,340,64
aa93603,Lavender,2,40,8
aa93604,Lotus,1,200,97
aa93605,Tulip,2,360,16
aa93606,Lavender,2,850,77
aa93607,Rose,2,900,69
aa93608,Tulip,1,100,12
aa93609,Tulip,1,10,23
aa93610,Orchid,2,690,54
aa93611,Tulip,1,340,45
aa93612,Tulip,2,430,47
aa93613,Orchid,2,360,50
aa93614,Orchid,2,820,75
aa93615,Tulip,2,580,81
aa93616,Orchid,1,510,54
aa93617,Lotus,2,720,89
aa93618,Rose,1,580,72
aa93619,Orchid,2,880,8
aa93620,Rose,1,550,21
aa93621,Tulip,2,820,29
aa93622,Orchid,2,520,67
aa93623,Rose,1,290,5
aa93624,Rose,2,610,3
aa93625,Lavender,2,490,30
aa93626,Orchid,1,440,90
aa93627,Tulip,1,40,39
aa93628,Rose,1,30,5
aa93629,Rose,2,510,33
aa93630,Lotus,1,360,69
aa93631,Orchid,2,270,49
aa93632,Tulip,1,940,94
aa93633,Tulip,1,450,65
aa93634,Rose,1,90,83
aa93635,Rose,1,910,46
aa93636,Rose,1,500,46
aa93637,Lavender,1,780,12
aa93638,Orchid,1,590,29
aa93639,Rose,1,150,74
aa93640,Orchid,1,800,16
aa93641,Orchid,1,210,24
aa93642,Orchid,2,100,59
aa93643,Rose,1,360,36
aa93644,Lotus,2,940,26
aa93645,Lavender,1,80,39
aa93646,Tulip,1,550,34
aa93647,Orchid,1,320,64
aa93648,Lavender,2,600,55
aa93649,Tulip,2,790,32
aa93650,Lavender,2,930,62
aa93651,Rose,1,130,87
aa93652,Rose,1,490,73
aa93653,Lotus,2,600,96
aa93654,Rose,1,970,95
aa93655,Tulip,1,440,62
aa93656,Orchid,2,590,21
aa93657,Rose,1,610,10
aa93658,Orchid,2,830,33
aa93659,Lavender,1,800,48
aa93660,Lavender,2,100,77
aa93661,Lotus,1,50,1
aa93662,Lotus,1,280,48
aa93663,Orchid,1,410,85
aa93664,Orchid,2,250,94
aa93665,Orchid,1,900,9
aa93666,Tulip,2,650,96
aa93667,Lavender,1,480,61
aa93668,Tulip,2,840,52
aa93669,Tulip,2,900,29
aa93670,Orchid,2,620,55
aa93671,Lotus,1,640,74
aa93672,Tulip,2,560,11
aa93673,Tulip,2,770,77
aa93674,Tulip,2,40,81
aa93675,Tulip,1,370,49
aa93676,Orchid,2,950,81
aa93677,Orchid,1,180,69
aa93678,Tulip,1,60,20
aa93679,Tulip,1,90,30
aa93680,Lotus,1,670,3
aa93681,Lavender,1,970,20
aa93682,Lavender,1,170,78
aa93683,Lotus,2,670,4
aa93684,Lotus,2,690,16
aa93685,Tulip,1,620,93
aa93686,Lavender,1,810,12
aa93687,Tulip,2,630,20
aa93688,Lotus,1,740,23
aa93689,Rose,1,140,62
aa93690,Lavender,2,370,20
aa93691,Rose,2,650,39
aa93692,Lavender,1,890,79
aa93693,Rose,1,860,26
aa93694,Tulip,2,370,64
aa93695,Orchid,1,350,27
aa93696,Rose,1,10,34
aa93697,Orchid,1,80,58
aa93698,Lotus,1,700,93
aa93699,Lotus,2,550,57
aa93700,Orchid,1,610,69
aa93701,Lotus,2,320,29
aa93702,Tulip,2,310,57
aa93703,Lotus,1,830,14
aa93704,Lavender,1,330,100
aa93705,Tulip,1,260,4
aa93706,Tulip,2,650,43
aa93707,Rose,1,290,60
aa93708,Tulip,2,430,9
aa93709,Lotus,1,290,67
aa93710,Orchid,2,400,100
aa93711,Lavender,2,690,62
aa93712,Lotus,1,260,68
aa93713,Lavender,2,370,73
aa93714,Orchid,1,130,1
aa93715,Orchid,1,240,30
aa93716,Lavender,2,260,99
aa93717,Lotus,1,200,24
aa93718,Lotus,2,670,17
aa93719,Lavender,1,760,64
aa93720,Lavender,1,830,40
aa93721,Rose,1,980,31
aa93722,Tulip,1,140,26
aa93723,Rose,2,600,66
aa93724,Lavender,2,350,3
aa93725,Tulip,1,520,87
aa93726,Orchid,2,40,32
aa93727,Rose,2,580,24
aa93728,Lotus,1,620,65
aa93729,Rose,2,270,74
aa93730,Tulip,1,250,32
aa93731,Lotus,2,360,88
aa93732,Orchid,2,680,83
aa93733,Orchid,1,370,70
aa93734,Rose,1,480,18
aa93735,Lotus,2,830,65
aa93736,Orchid,2,560,30
aa93737,Lavender,2,940,84
aa93738,Lotus,2,680,59
aa93739,Rose,1,90,33
aa93740,Lavender,2,670,69
aa93741,Lotus,2,560,12
aa93742,Tulip,2,100,17
aa93743,Lotus,2,360,94
aa93744,Rose,1,630,99
aa93745,Lavender,2,740,35
aa93746,Rose,2,380,59
aa93747,Orchid,1,170,46
aa93748,Rose,2,840,96
aa93749,Tulip,1,480,87
aa93750,Rose,2,340,52
aa93751,Lotus,2,670,85
aa93752,Lotus,2,260,96
aa93753,Lotus,2,880,20
aa93754,Rose,2,420,28
aa93755,Lotus,1,910,83
aa93756,Orchid,2,370,7
aa93757,Tulip,2,350,19
aa93758,Lavender,1,300,18
aa93759,Lotus,1,800,57
aa93760,Lotus,1,690,26
aa93761,Lotus,2,660,2
aa93762,Orchid,1,900,39
aa93763,Lotus,1,380,87
aa93764,Lotus,2,210,20
aa93765,Rose,2,130,47
aa93766,Lotus,1,980,58
aa93767,Tulip,2,350,98
aa93768,Tulip,1,700,87
aa93769,Orchid,1,870,29
aa93770,Orchid,1,210,96
aa93771,Rose,2,960,57
aa93772,Lavender,2,580,63
aa93773,Lotus,2,950,57
aa93774,Orchid,1,770,87
aa93775,Rose,1,740,14
aa93776,Lavender,1,480,51
aa93777,Orchid,2,990,18
aa93778,Lotus,2,80,96
aa93779,Orchid,2,350,13
aa93780,Rose,2,870,86
aa93781,Orchid,2,670,71
aa93782,Orchid,2,720,57
aa93783,Lotus,2,250,60
aa93784,Tulip,1,340,55
aa93785,Tulip,1,80,65
aa93786,Orchid,1,670,71
aa93787,Lavender,2,240,68
aa93788,Orchid,2,510,98
aa93789,Orchid,2,450,80
aa93790,Rose,1,300,13
aa93791,Tulip,2,490,19
aa93792,Lavender,1,430,7
aa93793,Tulip,1,930,78
aa93794,Lotus,1,870,34
aa93795,Rose,2,350,54
aa93796,Lotus,1,800,21
aa93797,Lotus,2,410,42
aa93798,Tulip,2,430,91
aa93799,Orchid,2,180,99
aa93800,Rose,1,240,96
aa93801,Tulip,2,580,64
aa93802,Orchid,2,410,42
aa93803,Tulip,2,980,49
aa93804,Orchid,2,590,22
aa93805,Lotus,2,280,63
aa93806,Tulip,1,430,32
aa93807,Rose,1,240,17
aa93808,Orchid,2,500,1
aa93809,Lavender,1,220,73
aa93810,Tulip,2,440,19
aa93811,Lavender,1,930,16
aa93812,Lotus,2,160,11
aa93813,Tulip,1,170,18
aa93814,Tulip,2,10,82
aa93815,Orchid,1,50,68
aa93816,Orchid,2,260,1
aa93817,Tulip,2,310,80
aa93818,Lavender,2,170,49
aa93819,Lotus,1,110,78
aa93820,Rose,1,450,10
aa93821,Rose,1,530,20
aa93822,Orchid,2,230,78
aa93823,Orchid,2,250,20
aa93824,Rose,1,630,53
aa93825,Tulip,1,100,81
aa93826,Lavender,2,250,24
aa93827,Rose,2,280,70
aa93828,Tulip,1,230,54
aa93829,Tulip,1,30,89
aa93830,Lotus,2,970,38
aa93831,Orchid,2,670,100
aa93832,Orchid,1,330,47
aa93833,Tulip,2,240,18
aa93834,Lavender,1,470,48
aa93835,Tulip,2,720,80
aa93836,Rose,1,400,20
aa93837,Lavender,1,380,51
aa93838,Lotus,2,510,58
aa93839,Lavender,1,830,90
aa93840,Orchid,2,170,86
aa93841,Orchid,2,190,51
aa93842,Rose,2,830,12
aa93843,Orchid,1,700,85
aa93844,Rose,1,940,61
aa93845,Lotus,2,330,81
aa93846,Tulip,1,640,92
aa93847,Tulip,1,270,88
aa93848,Lavender,1,850,86
aa93849,Tulip,1,210,76
aa93850,Orchid,2,10,22
aa93851,Lotus,1,500,89
aa93852,Lavender,1,670,81
aa93853,Rose,1,750,76
aa93854,Tulip,1,790,36
aa93855,Tulip,1,740,80
aa93856,Lotus,2,440,23
aa93857,Orchid,2,50,58
aa93858,Tulip,2,590,34
aa93859,Lavender,2,350,13
aa93860,Lavender,1,830,19
aa93861,Lavender,1,440,56
aa93862,Lotus,1,490,100
aa93863,Lotus,1,840,44
aa93864,Rose,2,930,72
aa93865,Rose,2,80,41
aa93866,Lavender,1,510,98
aa93867,Lotus,1,370,16
aa93868,Tulip,2,550,27
aa93869,Rose,2,770,9
aa93870,Tulip,2,840,78
aa93871,Lotus,1,790,67
aa93872,Rose,1,230,73
aa93873,Orchid,2,70,81
aa93874,Orchid,1,70,19
aa93875,Rose,1,760,5
aa93876,Rose,2,800,94
aa93877,Orchid,1,440,97
aa93878,Lavender,1,350,38
aa93879,Lotus,1,30,36
aa93880,Orchid,2,570,69
aa93881,Lavender,2,680,7
aa93882,Orchid,1,740,87
aa93883,Tulip,1,950,28
aa93884,Lavender,2,600,5
aa93885,Tulip,1,360,90
aa93886,Lotus,2,320,49
aa93887,Lotus,2,760,56
aa93888,Lavender,1,370,58
aa93889,Orchid,2,590,68
aa93890,Rose,1,820,46
aa93891,Rose,2,580,74
aa93892,Rose,1,10,75
aa93893,Lotus,1,640,20
aa93894,Tulip,2,90,81
aa93895,Lotus,2,60,75
aa93896,Orchid,2,340,10
aa93897,Lavender,1,90,21
aa93898,Rose,2,170,41
aa93899,Lotus,2,90,19
aa93900,Rose,1,850,45
aa93901,Orchid,1,100,60
aa93902,Orchid,2,170,18
aa93903,Lavender,1,150,77
aa93904,Lotus,1,580,30
aa93905,Rose,1,450,41
aa93906,Lotus,1,50,88
aa93907,Tulip,2,660,5
aa93908,Lavender,2,790,32
aa93909,Lotus,1,530,4
aa93910,Rose,2,470,60
aa93911,Rose,2,920,83
aa93912,Lavender,1,90,50
aa93913,Lotus,1,810,83
aa93914,Rose,2,260,43
aa93915,Tulip,1,470,94
aa93916,Orchid,2,960,34
aa93917,Orchid,1,140,63
aa93918,Tulip,2,790,19
aa93919,Lotus,2,430,25
aa93920,Lotus,1,330,83
aa93921,Tulip,1,980,16
aa93922,Rose,2,300,73
aa93923,Rose,1,580,68
aa93924,Orchid,1,290,14
aa93925,Lotus,2,940,35
aa93926,Lavender,1,90,69
aa93927,Orchid,2,720,18
aa93928,Tulip,1,670,78
aa93929,Tulip,1,970,42
aa93930,Tulip,1,530,9
aa93931,Lavender,1,380,14
aa93932,Rose,2,380,49
aa93933,Lavender,2,100,94
aa93934,Lavender,2,810,70
aa93935,Orchid,2,110,41
aa93936,Tulip,1,730,60
aa93937,Tulip,1,300,100
aa93938,Lotus,1,790,14
aa93939,Tulip,1,220,27
aa93940,Lotus,2,120,40
aa93941,Rose,1,980,28
aa93942,Orchid,1,570,64
aa93943,Lotus,2,450,50
aa93944,Rose,1,490,89
aa93945,Tulip,1,770,52
aa93946,Lavender,1,850,36
aa93947,Rose,2,470,99
aa93948,Orchid,2,400,62
aa93949,Lavender,1,980,71
aa93950,Lavender,1,920,37
aa93951,Tulip,1,390,60
aa93952,Lavender,1,240,57
aa93953,Lotus,1,240,91
aa93954,Orchid,2,730,47
aa93955,Lavender,1,750,78
aa93956,Lotus,2,100,28
aa93957,Lotus,2,360,5
aa93958,Orchid,1,490,45
aa93959,Rose,2,120,59
aa93960,Tulip,2,890,22
aa93961,Lavender,1,160,25
aa93962,Lotus,2,900,63
aa93963,Rose,1,190,62
aa93964,Lotus,1,280,56
aa93965,Orchid,1,250,74
aa93966,Orchid,2,420,9
aa93967,Lavender,1,580,11
aa93968,Lotus,2,240,87
aa93969,Lavender,1,780,23
aa93970,Orchid,2,90,66
aa93971,Orchid,2,690,84
aa93972,Lavender,2,950,27
aa93973,Tulip,1,480,15
aa93974,Orchid,2,160,3
aa93975,Orchid,2,640,89
aa93976,Tulip,1,580,87
aa93977,Tulip,2,110,11
aa93978,Tulip,1,420,22
aa93979,Orchid,2,200,49
aa93980,Tulip,1,20,11
aa93981,Lavender,1,320,50
aa93982,Tulip,2,720,48
aa93983,Lotus,2,700,4
aa93984,Lotus,1,180,39
aa93985,Lotus,1,100,45
aa93986,Lavender,1,810,47
aa93987,Rose,1,570,89
aa93988,Orchid,1,380,61
aa93989,Lavender,2,760,21
aa93990,Lotus,2,970,30
aa93991,Rose,2,920,98
aa93992,Lavender,2,450,37
aa93993,Tulip,1,980,52
aa93994,Orchid,1,840,7
aa93995,Orchid,1,300,15
aa93996,Rose,2,670,64
aa93997,Rose,2,470,54
aa93998,Lotus,1,260,52
aa93999,Orchid,1,920,46
aa94000,Tulip,2,870,35
aa94001,Tulip,1,530,18
aa94002,Orchid,1,330,86
aa94003,Rose,1,350,67
aa94004,Lavender,2,950,73
aa94005,Lotus,1,670,55
aa94006,Rose,2,600,27
aa94007,Tulip,1,20,55
aa94008,Tulip,1,160,7
aa94009,Orchid,2,990,79
aa94010,Lavender,1,50,53
aa94011,Lavender,1,260,18
aa94012,Lavender,1,620,68
aa94013,Rose,2,60,100
aa94014,Orchid,1,320,43
aa94015,Orchid,1,60,49
aa94016,Tulip,1,450,85
aa94017,Tulip,2,30,1
aa94018,Lavender,1,30,22
aa94019,Orchid,2,330,65
aa94020,Lotus,2,250,31
aa94021,Tulip,2,370,81
aa94022,Lavender,1,40,39
aa94023,Orchid,1,360,9
aa94024,Lavender,2,900,27
aa94025,Rose,1,740,33
aa94026,Rose,2,980,37
aa94027,Lotus,2,260,75
aa94028,Tulip,1,710,61
aa94029,Rose,2,40,41
aa94030,Orchid,2,980,86
aa94031,Rose,2,490,27
aa94032,Orchid,2,120,51
aa94033,Lavender,1,170,6
aa94034,Orchid,2,210,29
aa94035,Rose,2,850,4
aa94036,Rose,2,760,12
aa94037,Orchid,2,930,97
aa94038,Lavender,2,60,54
aa94039,Rose,2,750,53
aa94040,Rose,2,530,50
aa94041,Lotus,1,190,5
aa94042,Rose,2,490,93
aa94043,Rose,1,840,54
aa94044,Rose,1,110,15
aa94045,Orchid,1,70,98
aa94046,Rose,2,450,33
aa94047,Tulip,1,920,27
aa94048,Tulip,2,190,6
aa94049,Lotus,1,30,57
aa94050,Tulip,1,430,4
aa94051,Orchid,1,810,53
aa94052,Lotus,2,110,89
aa94053,Lotus,2,810,59
aa94054,Rose,2,320,81
aa94055,Lotus,1,270,66
aa94056,Lotus,1,870,29
aa94057,Lavender,1,260,26
aa94058,Orchid,2,130,21
aa94059,Rose,2,210,37
aa94060,Rose,2,360,11
aa94061,Orchid,1,810,2
aa94062,Lavender,1,650,80
aa94063,Lavender,1,60,46
aa94064,Orchid,2,230,37
aa94065,Rose,2,350,62
aa94066,Orchid,1,490,94
aa94067,Lavender,2,780,16
aa94068,Rose,1,360,79
aa94069,Lavender,2,320,5
aa94070,Orchid,1,120,42
aa94071,Lotus,2,890,48
aa94072,Tulip,1,250,24
aa94073,Orchid,2,620,9
aa94074,Lavender,2,540,51
aa94075,Tulip,1,480,1
aa94076,Lotus,2,90,8
aa94077,Rose,1,130,81
aa94078,Rose,2,190,93
aa94079,Orchid,2,440,26
aa94080,Lotus,2,770,62
aa94081,Rose,2,180,76
aa94082,Lotus,1,170,57
aa94083,Orchid,2,50,17
aa94084,Orchid,2,850,48
aa94085,Rose,1,370,25
aa94086,Orchid,1,510,53
aa94087,Tulip,2,550,28
aa94088,Tulip,1,180,54
aa94089,Lotus,1,620,22
aa94090,Orchid,2,690,48
aa94091,Orchid,1,480,67
aa94092,Tulip,2,530,87
aa94093,Orchid,2,630,80
aa94094,Lotus,1,400,42
aa94095,Lotus,2,130,57
aa94096,Orchid,1,380,72
aa94097,Lavender,2,650,72
aa94098,Lavender,2,270,72
aa94099,Tulip,2,760,11
aa94100,Lavender,1,920,7
aa94101,Lavender,2,90,52
aa94102,Lotus,2,360,31
aa94103,Rose,2,960,57
aa94104,Rose,1,480,31
aa94105,Rose,1,210,70
aa94106,Lotus,1,290,8
aa94107,Orchid,1,690,84
aa94108,Orchid,2,500,35
aa94109,Lavender,2,320,46
aa94110,Orchid,1,540,67
aa94111,Rose,1,560,21
aa94112,Lotus,2,340,5
aa94113,Tulip,1,50,75
aa94114,Orchid,1,430,39
aa94115,Tulip,2,260,67
aa94116,Rose,2,290,25
aa94117,Tulip,1,60,30
aa94118,Lavender,2,970,63
aa94119,Orchid,1,350,72
aa94120,Tulip,1,110,5
aa94121,Lavender,2,670,96
aa94122,Lavender,2,30,14
aa94123,Tulip,2,710,26
aa94124,Lavender,2,810,14
aa94125,Rose,2,80,87
aa94126,Orchid,1,70,46
aa94127,Rose,1,990,95
aa94128,Lotus,1,710,13
aa94129,Lotus,1,760,97
aa94130,Rose,1,290,78
aa94131,Lotus,1,280,5
aa94132,Orchid,2,930,11
aa94133,Lavender,2,280,84
aa94134,Orchid,1,770,71
aa94135,Orchid,2,660,72
aa94136,Tulip,2,530,21
aa94137,Tulip,1,750,65
aa94138,Lavender,2,110,99
aa94139,Lavender,2,930,99
aa94140,Rose,1,770,71
aa94141,Lavender,2,780,26
aa94142,Rose,2,580,1
aa94143,Lavender,1,830,64
aa94144,Orchid,2,210,100
aa94145,Orchid,2,370,17
aa94146,Rose,1,430,77
aa94147,Orchid,1,430,92
aa94148,Orchid,2,160,65
aa94149,Tulip,2,890,31
aa94150,Rose,2,420,22
aa94151,Lotus,1,570,27
aa94152,Lavender,1,890,65
aa94153,Tulip,1,920,72
aa94154,Tulip,1,540,79
aa94155,Rose,2,110,36
aa94156,Tulip,1,350,19
aa94157,Lotus,1,550,82
aa94158,Lotus,2,410,7
aa94159,Lavender,1,10,87
aa94160,Orchid,2,970,16
aa94161,Orchid,2,670,96
aa94162,Orchid,1,30,67
aa94163,Rose,1,340,30
aa94164,Lotus,2,90,100
aa94165,Lavender,2,20,23
aa94166,Tulip,1,90,1
aa94167,Lotus,1,790,53
aa94168,Lavender,2,880,90
aa94169,Rose,1,680,64
aa94170,Lavender,2,220,2
aa94171,Tulip,1,980,29
aa94172,Rose,2,940,68
aa94173,Tulip,2,130,68
aa94174,Orchid,1,550,15
aa94175,Lavender,1,640,100
aa94176,Rose,1,140,34
aa94177,Rose,1,720,87
aa94178,Lotus,1,710,37
aa94179,Rose,2,690,57
aa94180,Tulip,2,890,67
aa94181,Lotus,2,180,92
aa94182,Lavender,1,110,96
aa94183,Lotus,1,790,87
aa94184,Orchid,1,460,11
aa94185,Tulip,1,210,33
aa94186,Orchid,1,260,5
aa94187,Rose,2,260,82
aa94188,Orchid,2,960,21
aa94189,Lavender,2,520,2
aa94190,Tulip,2,410,79
aa94191,Lavender,1,870,53
aa94192,Lavender,1,740,16
aa94193,Lotus,1,620,74
aa94194,Lotus,2,30,96
aa94195,Rose,2,120,69
aa94196,Lotus,2,670,35
aa94197,Rose,1,610,49
aa94198,Orchid,1,610,24
aa94199,Tulip,1,880,61
aa94200,Tulip,1,800,81
aa94201,Tulip,1,630,15
aa94202,Rose,1,360,27
aa94203,Lotus,2,770,16
aa94204,Tulip,1,680,28
aa94205,Tulip,1,140,4
aa94206,Lavender,2,700,39
aa94207,Lavender,1,830,48
aa94208,Lotus,2,280,24
aa94209,Rose,2,630,17
aa94210,Tulip,2,90,62
aa94211,Orchid,1,340,100
aa94212,Lotus,2,630,96
aa94213,Lotus,1,280,5
aa94214,Lotus,2,640,49
aa94215,Lotus,2,80,25
aa94216,Lotus,1,270,17
aa94217,Orchid,1,50,5
aa94218,Rose,2,70,80
aa94219,Tulip,2,820,39
aa94220,Tulip,2,190,13
aa94221,Lotus,1,20,67
aa94222,Rose,1,900,9
aa94223,Rose,2,440,10
aa94224,Lavender,2,680,100
aa94225,Orchid,1,360,9
aa94226,Lotus,2,280,79
aa94227,Tulip,1,630,32
aa94228,Lotus,1,880,62
aa94229,Lotus,2,410,73
aa94230,Rose,1,750,92
aa94231,Lavender,1,830,54
aa94232,Orchid,1,290,9
aa94233,Lavender,2,400,63
aa94234,Tulip,1,930,16
aa94235,Lavender,1,490,69
aa94236,Lotus,2,190,97
aa94237,Tulip,1,580,84
aa94238,Lotus,2,550,92
aa94239,Rose,2,750,71
aa94240,Rose,2,790,63
aa94241,Rose,2,430,20
aa94242,Lavender,2,480,70
aa94243,Orchid,1,490,62
aa94244,Orchid,2,480,48
aa94245,Tulip,2,150,11
aa94246,Lotus,1,340,19
aa94247,Lavender,1,350,38
aa94248,Rose,2,550,6
aa94249,Tulip,1,270,54
aa94250,Tulip,2,460,60
aa94251,Lotus,2,40,32
aa94252,Lavender,2,390,99
aa94253,Lavender,1,250,24
aa94254,Lavender,2,90,56
aa94255,Rose,2,150,2
aa94256,Orchid,2,490,97
aa94257,Rose,2,40,77
aa94258,Lavender,1,680,87
aa94259,Lavender,2,800,69
aa94260,Lavender,1,580,82
aa94261,Lavender,2,650,55
aa94262,Rose,1,920,53
aa94263,Orchid,2,890,74
aa94264,Rose,1,900,46
aa94265,Rose,1,410,25
aa94266,Rose,1,890,4
aa94267,Orchid,1,180,21
aa94268,Lotus,2,840,28
aa94269,Lavender,1,670,63
aa94270,Lavender,2,730,75
aa94271,Lavender,1,410,8
aa94272,Lavender,2,500,76
aa94273,Lavender,1,900,32
aa94274,Lotus,1,20,97
aa94275,Lavender,2,50,45
aa94276,Tulip,1,250,13
aa94277,Orchid,2,270,32
aa94278,Lotus,1,690,95
aa94279,Lavender,1,140,90
aa94280,Lavender,1,840,26
aa94281,Lotus,1,300,48
aa94282,Rose,2,350,41
aa94283,Rose,2,790,19
aa94284,Rose,2,690,6
aa94285,Lotus,1,30,58
aa94286,Tulip,2,60,40
aa94287,Rose,2,370,79
aa94288,Orchid,2,540,11
aa94289,Orchid,2,870,90
aa94290,Orchid,1,350,20
aa94291,Lotus,1,460,83
aa94292,Lavender,2,280,11
aa94293,Lavender,1,570,77
aa94294,Lotus,1,840,47
aa94295,Tulip,1,310,94
aa94296,Rose,2,840,7
aa94297,Tulip,1,780,63
aa94298,Tulip,1,960,54
aa94299,Lavender,2,990,100
aa94300,Lotus,2,750,74
aa94301,Tulip,1,480,23
aa94302,Tulip,1,20,21
aa94303,Lotus,1,350,53
aa94304,Lavender,1,220,61
aa94305,Lotus,2,80,32
aa94306,Lotus,2,150,26
aa94307,Lavender,2,90,68
aa94308,Tulip,1,790,78
aa94309,Lavender,2,880,47
aa94310,Lavender,2,720,67
aa94311,Lavender,1,290,92
aa94312,Tulip,1,530,99
aa94313,Lotus,2,150,63
aa94314,Lotus,2,980,59
aa94315,Lotus,1,680,57
aa94316,Rose,1,470,22
aa94317,Rose,1,130,10
aa94318,Lotus,1,850,3
aa94319,Lavender,1,50,43
aa94320,Lavender,1,130,24
aa94321,Tulip,1,680,27
aa94322,Orchid,2,900,8
aa94323,Rose,2,120,49
aa94324,Tulip,2,450,66
aa94325,Lavender,1,620,59
aa94326,Orchid,2,450,96
aa94327,Lotus,2,510,78
aa94328,Lotus,1,770,35
aa94329,Orchid,1,60,43
aa94330,Tulip,2,30,13
aa94331,Lotus,2,390,79
aa94332,Lotus,1,750,25
aa94333,Tulip,2,790,51
aa94334,Tulip,1,110,76
aa94335,Orchid,2,90,18
aa94336,Lavender,1,860,24
aa94337,Lotus,2,370,59
aa94338,Rose,1,700,25
aa94339,Lavender,1,880,39
aa94340,Lavender,2,540,5
aa94341,Rose,2,610,23
aa94342,Tulip,2,260,49
aa94343,Tulip,1,230,92
aa94344,Rose,2,730,48
aa94345,Tulip,2,690,65
aa94346,Tulip,2,220,89
aa94347,Lotus,2,200,20
aa94348,Lotus,1,910,53
aa94349,Lavender,1,280,90
aa94350,Orchid,2,930,4
aa94351,Lotus,1,920,67
aa94352,Rose,1,860,54
aa94353,Tulip,2,830,89
aa94354,Lavender,1,700,63
aa94355,Lotus,2,20,61
aa94356,Lotus,2,80,45
aa94357,Tulip,1,770,32
aa94358,Lotus,1,590,3
aa94359,Lotus,2,430,86
aa94360,Rose,2,770,89
aa94361,Tulip,1,330,24
aa94362,Orchid,2,950,92
aa94363,Lotus,1,850,25
aa94364,Lavender,1,410,90
aa94365,Orchid,1,650,77
aa94366,Orchid,1,900,22
aa94367,Rose,1,110,25
aa94368,Orchid,1,850,63
aa94369,Lavender,2,140,74
aa94370,Lotus,1,740,47
aa94371,Orchid,1,360,32
aa94372,Rose,1,970,77
aa94373,Rose,1,950,36
aa94374,Orchid,1,670,37
aa94375,Lotus,1,370,72
aa94376,Lavender,2,370,74
aa94377,Tulip,2,50,80
aa94378,Rose,2,750,23
aa94379,Rose,2,390,31
aa94380,Rose,1,50,68
aa94381,Lavender,2,470,5
aa94382,Orchid,1,410,29
aa94383,Orchid,1,880,28
aa94384,Lotus,1,530,36
aa94385,Lavender,1,310,27
aa94386,Tulip,1,600,68
aa94387,Lavender,1,70,41
aa94388,Rose,1,560,98
aa94389,Orchid,2,710,7
aa94390,Tulip,2,680,86
aa94391,Tulip,1,730,50
aa94392,Lotus,1,20,10
aa94393,Rose,2,140,80
aa94394,Tulip,2,380,27
aa94395,Lavender,1,280,19
aa94396,Lotus,2,20,86
aa94397,Lotus,1,930,8
aa94398,Lotus,1,950,50
aa94399,Rose,1,960,87
aa94400,Lavender,2,600,27
aa94401,Orchid,2,40,46
aa94402,Orchid,1,430,53
aa94403,Tulip,1,120,19
aa94404,Tulip,1,500,45
aa94405,Lavender,2,960,53
aa94406,Orchid,1,230,95
aa94407,Tulip,2,780,79
aa94408,Lavender,2,760,6
aa94409,Orchid,1,20,37
aa94410,Orchid,2,830,72
aa94411,Orchid,2,410,77
aa94412,Lotus,1,100,98
aa94413,Rose,2,300,47
aa94414,Lavender,2,40,39
aa94415,Rose,2,910,29
aa94416,Tulip,2,930,5
aa94417,Rose,2,930,31
aa94418,Lavender,2,520,64
aa94419,Rose,1,980,58
aa94420,Lotus,2,820,4
aa94421,Orchid,2,450,10
aa94422,Tulip,2,770,75
aa94423,Orchid,1,580,60
aa94424,Lotus,1,640,100
aa94425,Orchid,2,500,47
aa94426,Tulip,2,390,38
aa94427,Lotus,1,130,72
aa94428,Tulip,1,880,64
aa94429,Lotus,2,960,84
aa94430,Rose,2,160,30
aa94431,Tulip,1,270,95
aa94432,Tulip,2,710,83
aa94433,Orchid,2,160,87
aa94434,Orchid,2,700,89
aa94435,Rose,2,180,15
aa94436,Lavender,1,520,14
aa94437,Lavender,1,700,65
aa94438,Tulip,1,530,63
aa94439,Lotus,2,920,14
aa94440,Lotus,2,790,80
aa94441,Orchid,2,910,21
aa94442,Lavender,1,50,58
aa94443,Lavender,1,360,52
aa94444,Lavender,1,920,6
aa94445,Tulip,2,620,12
aa94446,Rose,1,540,28
aa94447,Lavender,2,610,82
aa94448,Rose,1,790,24
aa94449,Tulip,2,20,35
aa94450,Rose,1,630,85
aa94451,Orchid,1,370,48
aa94452,Lotus,1,240,94
aa94453,Lotus,2,720,58
aa94454,Rose,1,500,75
aa94455,Lavender,1,460,89
aa94456,Lavender,1,900,38
aa94457,Lavender,2,690,87
aa94458,Lotus,1,480,83
